sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns
338,3ca7ef9e,3ea00000,3bc49ba6,3eb9db23,3eb9eadd,363,144667
339,3ca6f3f5,3ea00000,3bc49ba6,3eb9db23,3eb9d66b,363,144667
340,3ca5f84d,3ea00000,3bc49ba6,3eb9db23,3eb9c1f8,363,144958
341,3ca52696,3ea00000,3ba3d70a,3eb9db23,3eb9c886,363,144083
342,3ca42aed,3ea00000,3bc49ba6,3eb9db23,3eb99c7c,363,144958
343,3ca32f45,3ea00000,3bc49ba6,3eb9db23,3eb98809,362,144084
344,3ca25d8d,3ea00000,3ba3d70a,3eb95810,3eb9817b,362,144959
345,3ca18bd6,3ea00000,3ba3d70a,3eb95810,3eb97071,362,144958
346,3ca0902e,3ea00000,3bc49ba6,3eb95810,3eb94467,362,144375
347,3c9fbe77,3ea00000,3ba3d70a,3eb95810,3eb94af5,362,144667
348,3c9eecc0,3ea00000,3ba3d70a,3eb95810,3eb939ea,362,145250
349,3c9e1b09,3ea00000,3ba3d70a,3eb95810,3eb928e0,362,144375
350,3c9d1f60,3ea00000,3bc49ba6,3eb95810,3eb8fcd6,361,144084
351,3c9c4da9,3ea00000,3ba3d70a,3eb8d4fe,3eb8f649,361,144084
352,3c9ba5e3,3ea00000,3b83126f,3eb8d4fe,3eb9003f,361,144375
353,3c9ad42c,3ea00000,3ba3d70a,3eb8d4fe,3eb8d79d,361,144959
354,3c9a0275,3ea00000,3ba3d70a,3eb8d4fe,3eb8c693,361,144667
355,3c9930be,3ea00000,3ba3d70a,3eb8d4fe,3eb8b589,361,144667
356,3c985f07,3ea00000,3ba3d70a,3eb8d4fe,3eb8a47f,361,144958
357,3c978d50,3ea00000,3ba3d70a,3eb8d4fe,3eb89375,361,144958
358,3c96e58a,3ea00000,3b83126f,3eb8d4fe,3eb89d6b,361,144667
359,3c9613d3,3ea00000,3ba3d70a,3eb8d4fe,3eb874c9,360,144958
360,3c95421c,3ea00000,3ba3d70a,3eb851ec,3eb856a4,360,144958
361,3c949a56,3ea00000,3b83126f,3eb851ec,3eb8609a,360,144959
362,3c93c89f,3ea00000,3ba3d70a,3eb851ec,3eb837f8,360,144667
363,3c9320da,3ea00000,3b83126f,3eb851ec,3eb841ef,360,144375
364,3c927914,3ea00000,3b83126f,3eb851ec,3eb8344d,360,144667
365,3c91a75d,3ea00000,3ba3d70a,3eb851ec,3eb80bab,359,144667
366,3c90ff97,3ea00000,3b83126f,3eb7ced9,3eb80885,359,144666
367,3c9057d1,3ea00000,3b83126f,3eb7ced9,3eb7fae4,359,144083
368,3c8fb00c,3ea00000,3b83126f,3eb7ced9,3eb7ed42,359,144959
369,3c8f0846,3ea00000,3b83126f,3eb7ced9,3eb7dfa0,359,145542
370,3c8e6080,3ea00000,3b83126f,3eb7ced9,3eb7d1fe,359,145250
371,3c8db8bb,3ea00000,3b83126f,3eb7ced9,3eb7c45d,359,144667
372,3c8d10f5,3ea00000,3b83126f,3eb7ced9,3eb7b6bb,359,144666
373,3c8c692f,3ea00000,3b83126f,3eb7ced9,3eb7a91a,359,144375
374,3c8bc16a,3ea00000,3b83126f,3eb7ced9,3eb79b78,359,143208
375,3c8b19a4,3ea00000,3b83126f,3eb7ced9,3eb78dd6,359,144959
376,3c8a71de,3ea00000,3b83126f,3eb7ced9,3eb78035,358,143792
377,3c89f40a,3ea00000,3b449ba6,3eb74bc7,3eb78078,358,145542
378,3c894c44,3ea00000,3b83126f,3eb74bc7,3eb75b3f,358,144667
379,3c88a47f,3ea00000,3b83126f,3eb74bc7,3eb74d9d,358,143500
380,3c8826ab,3ea00000,3b449ba6,3eb74bc7,3eb75afc,358,144958
381,3c877ee5,3ea00000,3b83126f,3eb74bc7,3eb735c2,358,143792
382,3c870111,3ea00000,3b449ba6,3eb74bc7,3eb74321,358,144083
383,3c86594b,3ea00000,3b83126f,3eb74bc7,3eb71de7,358,144667
384,3c85db77,3ea00000,3b449ba6,3eb74bc7,3eb72b46,358,144084
385,3c8533b1,3ea00000,3b83126f,3eb74bc7,3eb7060c,357,144958
386,3c84b5dd,3ea00000,3b449ba6,3eb6c8b4,3eb7064f,357,144959
387,3c843809,3ea00000,3b449ba6,3eb6c8b4,3eb6fc16,357,145250
388,3c83ba34,3ea00000,3b449ba6,3eb6c8b4,3eb6f1dd,357,144375
389,3c83126f,3ea00000,3b83126f,3eb6c8b4,3eb6cca3,357,144375
390,3c82949a,3ea00000,3b449ba6,3eb6c8b4,3eb6da02,357,143792
391,3c8216c6,3ea00000,3b449ba6,3eb6c8b4,3eb6cfc8,357,144375
392,3c8198f2,3ea00000,3b449ba6,3eb6c8b4,3eb6c58f,357,144667
393,3c811b1e,3ea00000,3b449ba6,3eb6c8b4,3eb6bb56,357,145250
394,3c809d49,3ea00000,3b449ba6,3eb6c8b4,3eb6b11d,357,143791
395,3c801f75,3ea00000,3b449ba6,3eb6c8b4,3eb6a6e3,357,145250
396,3c7f4342,3ea00000,3b449ba6,3eb6c8b4,3eb69caa,357,143791
397,3c7e4799,3ea00000,3b449ba6,3eb6c8b4,3eb69271,357,144084
398,3c7cf80e,3ea00000,3b83126f,3eb6c8b4,3eb66d37,356,144083
399,3c7c5048,3ea00000,3b03126f,3eb645a2,3eb6887a,357,144375
400,3c7b54a0,3ea00000,3b449ba6,3eb6c8b4,3eb673c5,356,144959
401,3c7a58f7,3ea00000,3b449ba6,3eb645a2,3eb65c71,356,145541
402,3c795d4f,3ea00000,3b449ba6,3eb645a2,3eb65238,356,144375
403,3c7861a6,3ea00000,3b449ba6,3eb645a2,3eb647fe,356,144667
404,3c77b9e0,3ea00000,3b03126f,3eb645a2,3eb658c5,356,144375
405,3c76be38,3ea00000,3b449ba6,3eb645a2,3eb636f4,356,144958
406,3c75c28f,3ea00000,3b449ba6,3eb645a2,3eb62cbb,356,144667
407,3c751aca,3ea00000,3b03126f,3eb645a2,3eb63d81,356,144959
408,3c741f21,3ea00000,3b449ba6,3eb645a2,3eb61bb1,356,145833
409,3c732379,3ea00000,3b449ba6,3eb645a2,3eb61178,356,144375
410,3c727bb3,3ea00000,3b03126f,3eb645a2,3eb6223e,356,143792
411,3c71800a,3ea00000,3b449ba6,3eb645a2,3eb6006e,355,145542
412,3c70d845,3ea00000,3b03126f,3eb5c28f,3eb60418,355,144667
413,3c6fdc9c,3ea00000,3b449ba6,3eb5c28f,3eb5e248,355,144084
414,3c6f34d7,3ea00000,3b03126f,3eb5c28f,3eb5f30e,355,145250
415,3c6e8d11,3ea00000,3b03126f,3eb5c28f,3eb5ec3d,355,145250
416,3c6d9168,3ea00000,3b449ba6,3eb5c28f,3eb5ca6d,355,144667
417,3c6ce9a3,3ea00000,3b03126f,3eb5c28f,3eb5db33,355,144958
418,3c6c41dd,3ea00000,3b03126f,3eb5c28f,3eb5d462,355,144375
419,3c6b9a17,3ea00000,3b03126f,3eb5c28f,3eb5cd91,355,144667
420,3c6a9e6f,3ea00000,3b449ba6,3eb5c28f,3eb5abc1,355,144959
421,3c69f6a9,3ea00000,3b03126f,3eb5c28f,3eb5bc87,355,144958
422,3c694ee4,3ea00000,3b03126f,3eb5c28f,3eb5b5b6,355,145542
423,3c68533b,3ea00000,3b449ba6,3eb5c28f,3eb593e6,355,145250
424,3c67ab75,3ea00000,3b03126f,3eb5c28f,3eb5a4ac,355,144958
425,3c6703b0,3ea00000,3b03126f,3eb5c28f,3eb59ddb,355,144958
426,3c665bea,3ea00000,3b03126f,3eb5c28f,3eb5970b,355,144375
427,3c65b424,3ea00000,3b03126f,3eb5c28f,3eb5903a,355,144958
428,3c64b87c,3ea00000,3b449ba6,3eb5c28f,3eb56e6a,354,145833
429,3c6410b6,3ea00000,3b03126f,3eb53f7d,3eb57215,354,143792
430,3c63bcd3,3ea00000,3a83126f,3eb53f7d,3eb58644,355,145542
431,3c62c12b,3ea00000,3b449ba6,3eb5c28f,3eb559f7,354,144958
432,3c621965,3ea00000,3b03126f,3eb53f7d,3eb55da2,354,146416
433,3c61c582,3ea00000,3a83126f,3eb53f7d,3eb571d2,354,144667
434,3c611dbd,3ea00000,3b03126f,3eb53f7d,3eb55369,354,145542
435,3c6075f7,3ea00000,3b03126f,3eb53f7d,3eb54c98,354,145250
436,3c5fce31,3ea00000,3b03126f,3eb53f7d,3eb545c7,354,144667
437,3c5f266c,3ea00000,3b03126f,3eb53f7d,3eb53ef6,354,144375
438,3c5e7ea6,3ea00000,3b03126f,3eb53f7d,3eb53826,354,144375
439,3c5dd6e0,3ea00000,3b03126f,3eb53f7d,3eb53155,354,144084
440,3c5d82fd,3ea00000,3a83126f,3eb53f7d,3eb54584,354,143792
441,3c5cdb38,3ea00000,3b03126f,3eb53f7d,3eb5271c,354,144083
442,3c5c3372,3ea00000,3b03126f,3eb53f7d,3eb5204b,354,144375
443,3c5b8bac,3ea00000,3b03126f,3eb53f7d,3eb5197a,354,143792
444,3c5ae3e7,3ea00000,3b03126f,3eb53f7d,3eb512a9,354,143500
445,3c5a9004,3ea00000,3a83126f,3eb53f7d,3eb526d9,354,144667
446,3c59e83e,3ea00000,3b03126f,3eb53f7d,3eb50870,354,145250
447,3c594079,3ea00000,3b03126f,3eb53f7d,3eb5019f,354,144667
448,3c5898b3,3ea00000,3b03126f,3eb53f7d,3eb4face,353,144083
449,3c5844d0,3ea00000,3a83126f,3eb4bc6a,3eb501e2,354,143500
450,3c579d0a,3ea00000,3b03126f,3eb53f7d,3eb4f095,353,143791
451,3c574928,3ea00000,3a83126f,3eb4bc6a,3eb4f7a9,353,144666
452,3c56a162,3ea00000,3b03126f,3eb4bc6a,3eb4d940,353,144375
453,3c564d7f,3ea00000,3a83126f,3eb4bc6a,3eb4ed6f,353,144667
454,3c55a5b9,3ea00000,3b03126f,3eb4bc6a,3eb4cf06,353,144375
455,3c5551d7,3ea00000,3a83126f,3eb4bc6a,3eb4e336,353,145833
456,3c54aa11,3ea00000,3b03126f,3eb4bc6a,3eb4c4cd,353,144375
457,3c54562e,3ea00000,3a83126f,3eb4bc6a,3eb4d8fd,353,144958
458,3c53ae68,3ea00000,3b03126f,3eb4bc6a,3eb4ba94,353,144084
459,3c535a86,3ea00000,3a83126f,3eb4bc6a,3eb4cec4,353,145542
460,3c5306a3,3ea00000,3a83126f,3eb4bc6a,3eb4cb5b,353,144667
461,3c525edd,3ea00000,3b03126f,3eb4bc6a,3eb4acf2,353,163916
462,3c520afa,3ea00000,3a83126f,3eb4bc6a,3eb4c122,353,177917
463,3c516335,3ea00000,3b03126f,3eb4bc6a,3eb4a2b9,353,169750
464,3c510f52,3ea00000,3a83126f,3eb4bc6a,3eb4b6e9,353,143209
465,3c50bb6f,3ea00000,3a83126f,3eb4bc6a,3eb4b380,353,144958
466,3c5013a9,3ea00000,3b03126f,3eb4bc6a,3eb49517,353,168292
467,3c4fbfc6,3ea00000,3a83126f,3eb4bc6a,3eb4a947,353,168583
468,3c4f1801,3ea00000,3b03126f,3eb4bc6a,3eb48ade,353,163916
469,3c4ec41e,3ea00000,3a83126f,3eb4bc6a,3eb49f0e,353,144667
470,3c4e703b,3ea00000,3a83126f,3eb4bc6a,3eb49ba5,353,144083
471,3c4dc875,3ea00000,3b03126f,3eb4bc6a,3eb47d3c,353,145542
472,3c4d7492,3ea00000,3a83126f,3eb4bc6a,3eb4916c,353,145250
473,3c4d20b0,3ea00000,3a83126f,3eb4bc6a,3eb48e04,353,144666
474,3c4c78ea,3ea00000,3b03126f,3eb4bc6a,3eb46f9b,352,144375
475,3c4c2507,3ea00000,3a83126f,3eb43958,3eb476af,352,144667
476,3c4bd124,3ea00000,3a83126f,3eb43958,3eb47347,352,144084
477,3c4b7d41,3ea00000,3a83126f,3eb43958,3eb46fdf,352,144083
478,3c4b295f,3ea00000,3a83126f,3eb43958,3eb46c76,352,144667
479,3c4ad57c,3ea00000,3a83126f,3eb43958,3eb4690e,352,144958
480,3c4a8199,3ea00000,3a83126f,3eb43958,3eb465a5,352,143792
481,3c4a2db6,3ea00000,3a83126f,3eb43958,3eb4623d,352,145834
482,3c49d9d3,3ea00000,3a83126f,3eb43958,3eb45ed5,352,144959
483,3c4985f0,3ea00000,3a83126f,3eb43958,3eb45b6c,352,144958
484,3c49320e,3ea00000,3a83126f,3eb43958,3eb45804,352,143792
485,3c48de2b,3ea00000,3a83126f,3eb43958,3eb4549b,352,144375
486,3c488a48,3ea00000,3a83126f,3eb43958,3eb45133,352,145541
487,3c483665,3ea00000,3a83126f,3eb43958,3eb44dca,352,144958
488,3c47e282,3ea00000,3a83126f,3eb43958,3eb44a62,352,144958
489,3c478e9f,3ea00000,3a83126f,3eb43958,3eb446fa,352,144375
490,3c473abd,3ea00000,3a83126f,3eb43958,3eb44391,352,143500
491,3c46e6da,3ea00000,3a83126f,3eb43958,3eb44029,352,144667
492,3c4692f7,3ea00000,3a83126f,3eb43958,3eb43cc0,352,144958
493,3c463f14,3ea00000,3a83126f,3eb43958,3eb43958,352,144958
494,3c45eb31,3ea00000,3a83126f,3eb43958,3eb435ef,352,144667
495,3c45974e,3ea00000,3a83126f,3eb43958,3eb43287,352,144667
496,3c45436c,3ea00000,3a83126f,3eb43958,3eb42f1f,352,145542
497,3c44ef89,3ea00000,3a83126f,3eb43958,3eb42bb6,352,144959
498,3c449ba6,3ea00000,3a83126f,3eb43958,3eb4284e,352,145250
499,3c4447c3,3ea00000,3a83126f,3eb43958,3eb424e5,352,144958
500,3c43f3e0,3ea00000,3a83126f,3eb43958,3eb4217d,352,144667
501,3c439ffd,3ea00000,3a83126f,3eb43958,3eb41e15,352,144958
502,3c434c1b,3ea00000,3a83126f,3eb43958,3eb41aac,352,144667
503,3c42f838,3ea00000,3a83126f,3eb43958,3eb41744,352,172375
504,3c42a455,3ea00000,3a83126f,3eb43958,3eb413db,352,179375
505,3c425072,3ea00000,3a83126f,3eb43958,3eb41073,352,173542
506,3c41fc8f,3ea00000,3a83126f,3eb43958,3eb40d0b,352,143208
507,3c41fc8f,3ea00000,00000000,3eb43958,3eb424a3,352,145250
508,3c41a8ac,3ea00000,3a83126f,3eb43958,3eb409a2,352,144375
509,3c4154ca,3ea00000,3a83126f,3eb43958,3eb4063a,352,144375
510,3c4100e7,3ea00000,3a83126f,3eb43958,3eb402d1,352,144084
511,3c40ad04,3ea00000,3a83126f,3eb43958,3eb3ff69,352,144375
512,3c405921,3ea00000,3a83126f,3eb43958,3eb3fc00,352,144667
513,3c40053e,3ea00000,3a83126f,3eb43958,3eb3f898,352,144375
514,3c3fb15b,3ea00000,3a83126f,3eb43958,3eb3f530,351,145250
515,3c3f5d79,3ea00000,3a83126f,3eb3b646,3eb3e4ac,351,144375
516,3c3f5d79,3ea00000,00000000,3eb3b646,3eb3fc44,352,144667
517,3c3f0996,3ea00000,3a83126f,3eb43958,3eb3ee5f,351,143500
518,3c3eb5b3,3ea00000,3a83126f,3eb3b646,3eb3dddb,351,145250
519,3c3eb5b3,3ea00000,00000000,3eb3b646,3eb3f573,351,144666
520,3c3e61d0,3ea00000,3a83126f,3eb3b646,3eb3da73,351,144958
521,3c3e61d0,3ea00000,00000000,3eb3b646,3eb3f20b,351,144666
522,3c3e0ded,3ea00000,3a83126f,3eb3b646,3eb3d70b,351,144958
523,3c3dba0a,3ea00000,3a83126f,3eb3b646,3eb3d3a2,351,144958
524,3c3dba0a,3ea00000,00000000,3eb3b646,3eb3eb3a,351,144958
525,3c3d6627,3ea00000,3a83126f,3eb3b646,3eb3d03a,351,145833
526,3c3d6627,3ea00000,00000000,3eb3b646,3eb3e7d2,351,144084
527,3c3d1245,3ea00000,3a83126f,3eb3b646,3eb3ccd1,351,144375
528,3c3cbe62,3ea00000,3a83126f,3eb3b646,3eb3c969,351,144666
529,3c3cbe62,3ea00000,00000000,3eb3b646,3eb3e101,351,144958
530,3c3c6a7f,3ea00000,3a83126f,3eb3b646,3eb3c600,351,145250
531,3c3c6a7f,3ea00000,00000000,3eb3b646,3eb3dd98,351,145833
532,3c3c169c,3ea00000,3a83126f,3eb3b646,3eb3c298,351,145250
533,3c3bc2b9,3ea00000,3a83126f,3eb3b646,3eb3bf30,351,145834
534,3c3bc2b9,3ea00000,00000000,3eb3b646,3eb3d6c8,351,145833
535,3c3b6ed6,3ea00000,3a83126f,3eb3b646,3eb3bbc7,351,144084
536,3c3b6ed6,3ea00000,00000000,3eb3b646,3eb3d35f,351,144667
537,3c3b1af4,3ea00000,3a83126f,3eb3b646,3eb3b85f,351,145250
538,3c3b1af4,3ea00000,00000000,3eb3b646,3eb3cff7,351,144958
539,3c3ac711,3ea00000,3a83126f,3eb3b646,3eb3b4f6,351,144667
540,3c3a732e,3ea00000,3a83126f,3eb3b646,3eb3b18e,351,145542
541,3c3a732e,3ea00000,00000000,3eb3b646,3eb3c926,351,146125
542,3c3a1f4b,3ea00000,3a83126f,3eb3b646,3eb3ae26,351,144375
543,3c3a1f4b,3ea00000,00000000,3eb3b646,3eb3c5be,351,145541
544,3c39cb68,3ea00000,3a83126f,3eb3b646,3eb3aabd,351,144958
545,3c39cb68,3ea00000,00000000,3eb3b646,3eb3c255,351,145250
546,3c397785,3ea00000,3a83126f,3eb3b646,3eb3a755,351,145542
547,3c397785,3ea00000,00000000,3eb3b646,3eb3beed,351,144667
548,3c3923a3,3ea00000,3a83126f,3eb3b646,3eb3a3ec,351,146708
549,3c3923a3,3ea00000,00000000,3eb3b646,3eb3bb84,351,144084
550,3c38cfc0,3ea00000,3a83126f,3eb3b646,3eb3a084,351,144375
551,3c387bdd,3ea00000,3a83126f,3eb3b646,3eb39d1c,351,145542
552,3c387bdd,3ea00000,00000000,3eb3b646,3eb3b4b4,351,144375
553,3c3827fa,3ea00000,3a83126f,3eb3b646,3eb399b3,351,144375
554,3c3827fa,3ea00000,00000000,3eb3b646,3eb3b14b,351,144959
555,3c37d417,3ea00000,3a83126f,3eb3b646,3eb3964b,351,144958
556,3c37d417,3ea00000,00000000,3eb3b646,3eb3ade3,351,144084
557,3c378034,3ea00000,3a83126f,3eb3b646,3eb392e2,351,144958
558,3c378034,3ea00000,00000000,3eb3b646,3eb3aa7a,351,144667
559,3c372c52,3ea00000,3a83126f,3eb3b646,3eb38f7a,351,144959
560,3c372c52,3ea00000,00000000,3eb3b646,3eb3a712,351,145250
561,3c36d86f,3ea00000,3a83126f,3eb3b646,3eb38c11,351,144959
562,3c36d86f,3ea00000,00000000,3eb3b646,3eb3a3a9,351,144375
563,3c36848c,3ea00000,3a83126f,3eb3b646,3eb388a9,351,145250
564,3c36848c,3ea00000,00000000,3eb3b646,3eb3a041,351,144958
565,3c3630a9,3ea00000,3a83126f,3eb3b646,3eb38541,351,143791
566,3c3630a9,3ea00000,00000000,3eb3b646,3eb39cd9,351,145542
567,3c35dcc6,3ea00000,3a83126f,3eb3b646,3eb381d8,351,144375
568,3c35dcc6,3ea00000,00000000,3eb3b646,3eb39970,351,144958
569,3c3588e3,3ea00000,3a83126f,3eb3b646,3eb37e70,351,144084
570,3c3588e3,3ea00000,00000000,3eb3b646,3eb39608,351,144375
571,3c353501,3ea00000,3a83126f,3eb3b646,3eb37b07,351,145250
572,3c353501,3ea00000,00000000,3eb3b646,3eb3929f,351,144083
573,3c34e11e,3ea00000,3a83126f,3eb3b646,3eb3779f,351,143791
574,3c34e11e,3ea00000,00000000,3eb3b646,3eb38f37,351,145250
575,3c348d3b,3ea00000,3a83126f,3eb3b646,3eb37437,350,145250
576,3c348d3b,3ea00000,00000000,3eb33333,3eb37eb3,351,144959
577,3c348d3b,3ea00000,00000000,3eb3b646,3eb38bcf,351,144958
578,3c343958,3ea00000,3a83126f,3eb3b646,3eb370ce,350,143791
579,3c343958,3ea00000,00000000,3eb33333,3eb37b4a,351,144375
580,3c33e575,3ea00000,3a83126f,3eb3b646,3eb36d66,350,145541
581,3c33e575,3ea00000,00000000,3eb33333,3eb377e2,351,144375
582,3c33e575,3ea00000,00000000,3eb3b646,3eb384fe,351,144958
583,3c339192,3ea00000,3a83126f,3eb3b646,3eb369fd,350,145250
584,3c339192,3ea00000,00000000,3eb33333,3eb37479,350,144667
585,3c339192,3ea00000,00000000,3eb33333,3eb37479,350,144959
586,3c339192,3ea00000,00000000,3eb33333,3eb37479,350,145250
587,3c333db0,3ea00000,3a83126f,3eb33333,3eb35979,350,144375
588,3c333db0,3ea00000,00000000,3eb33333,3eb37111,350,143792
589,3c333db0,3ea00000,00000000,3eb33333,3eb37111,350,145833
590,3c333db0,3ea00000,00000000,3eb33333,3eb37111,350,144958
591,3c333db0,3ea00000,00000000,3eb33333,3eb37111,350,144666
592,3c333db0,3ea00000,00000000,3eb33333,3eb37111,350,144666
593,3c32e9cd,3ea00000,3a83126f,3eb33333,3eb35610,350,144958
594,3c32e9cd,3ea00000,00000000,3eb33333,3eb36da8,350,145834
595,3c32e9cd,3ea00000,00000000,3eb33333,3eb36da8,350,144083
596,3c32e9cd,3ea00000,00000000,3eb33333,3eb36da8,350,144667
597,3c32e9cd,3ea00000,00000000,3eb33333,3eb36da8,350,144667
598,3c3295ea,3ea00000,3a83126f,3eb33333,3eb352a8,350,144959
599,3c3295ea,3ea00000,00000000,3eb33333,3eb36a40,350,143791
600,3c3295ea,3ea00000,00000000,3eb33333,3eb36a40,350,144375
601,3ed2617c,3f100000,00000000,3eb33333,3f800000,1000,156042
602,3ed08462,3f100000,3e3a5e35,3f800000,3f800000,1000,145542
603,3ecea748,3f100000,3e3a5e35,3f800000,3f800000,1000,144667
604,3ecccf6c,3f100000,3e3851ec,3f800000,3f800000,1000,145542
605,3ecaf790,3f100000,3e3851ec,3f800000,3f800000,1000,144958
606,3ec91fb4,3f100000,3e3851ec,3f800000,3f800000,1000,144375
607,3ec74d16,3f100000,3e3645a2,3f800000,3f800000,1000,144666
608,3ec57a78,3f100000,3e3645a2,3f800000,3f800000,1000,146125
609,3ec3aa7a,3f100000,3e353f7d,3f800000,3f800000,1000,144084
610,3ec1da7b,3f100000,3e353f7d,3f800000,3f800000,1000,144667
611,3ec00fbb,3f100000,3e333333,3f800000,3f800000,1000,144083
612,3ebe44fa,3f100000,3e333333,3f800000,3f800000,1000,144375
613,3ebc7a3a,3f100000,3e333333,3f800000,3f800000,1000,144666
614,3ebab4b7,3f100000,3e3126e9,3f800000,3f800000,1000,145833
615,3eb8ef35,3f100000,3e3126e9,3f800000,3f800000,1000,143500
616,3eb729b3,3f100000,3e3126e9,3f800000,3f800000,1000,144959
617,3eb5696e,3f100000,3e2f1aa0,3f800000,3f800000,1000,143500
618,3eb3a92a,3f100000,3e2f1aa0,3f800000,3f800000,1000,145834
619,3eb1eb85,3f100000,3e2e147b,3f800000,3f800000,1000,145833
620,3eb02de0,3f100000,3e2e147b,3f800000,3f800000,1000,144375
621,3eae72da,3f100000,3e2d0e56,3f800000,3f800000,1000,144083
622,3eacba73,3f100000,3e2c0831,3f800000,3f800000,1000,145542
623,3eab04ab,3f100000,3e2b020c,3f800000,3f800000,1000,145542
624,3ea94ee4,3f100000,3e2b020c,3f800000,3f800000,1000,145542
625,3ea79bbb,3f100000,3e29fbe7,3f800000,3f800000,1000,144083
626,3ea5e892,3f100000,3e29fbe7,3f800000,3f800000,1000,144667
627,3ea43aa8,3f100000,3e27ef9e,3f800000,3f800000,1000,143791
628,3ea28a1e,3f100000,3e28f5c3,3f800000,3f800000,1000,143792
629,3ea0ded3,3f100000,3e26e979,3f800000,3f800000,1000,144959
630,3e9f3387,3f100000,3e26e979,3f800000,3f800000,1000,144375
631,3e9d8adb,3f100000,3e25e354,3f800000,3f7f41f1,997,143792
632,3e9be4cd,3f100000,3e24dd2f,3f7f3b64,3f7e27bd,993,144083
633,3e9a43fe,3f100000,3e22d0e5,3f7e353f,3f7d1633,989,144375
634,3e98a86d,3f100000,3e20c49c,3f7d2f1b,3f7c080f,984,144667
635,3e97121b,3f100000,3e1eb852,3f7be76d,3f7af6c6,980,145250
636,3e958106,3f100000,3e1cac08,3f7ae148,3f79ef72,976,144375
637,3e93f291,3f100000,3e1ba5e3,3f79db23,3f78de08,972,144083
638,3e926959,3f100000,3e19999a,3f78d4fe,3f77dbd1,968,145250
639,3e90e560,3f100000,3e178d50,3f77ced9,3f76dd05,964,172667
640,3e8f6406,3f100000,3e16872b,3f76c8b4,3f75d41f,960,175291
641,3e8de7ea,3f100000,3e147ae1,3f75c28f,3f74da6e,956,166833
642,3e8c710d,3f100000,3e126e98,3f74bc6a,3f73e425,953,145250
643,3e8aff6d,3f100000,3e10624e,3f73f7cf,3f72f7d2,949,144375
644,3e89906d,3f100000,3e0f5c29,3f72f1aa,3f71fada,945,169750
645,3e88240b,3f100000,3e0e5604,3f71eb85,3f70ff96,941,165375
646,3e86bf87,3f100000,3e0b4396,3f70e560,3f702107,938,144084
647,3e855b03,3f100000,3e0b4396,3f7020c5,3f6f25a2,934,144084
648,3e83fe5d,3f100000,3e083127,3f6f1aa0,3f6e4c2e,931,143500
649,3e82a1b6,3f100000,3e083127,3f6e5604,3f6d55e6,927,143792
650,3e814cec,3f100000,3e051eb8,3f6d4fdf,3f6c818f,924,145250
651,3e7ff584,3f100000,3e041893,3f6c8b44,3f6b9de4,920,144958
652,3e7d566d,3f100000,3e03126f,3f6b851f,3f6ab55e,917,144666
653,3e7ac1d3,3f100000,3e010625,3f6ac083,3f69e29b,914,144958
654,3e783276,3f100000,3e000000,3f69fbe7,3f6905c0,910,144958
655,3e75ad97,3f100000,3dfbe76d,3f68f5c3,3f68318b,907,144083
656,3e732df5,3f100000,3df9db23,3f683127,3f6759cc,904,144666
657,3e70b392,3f100000,3df7ced9,3f676c8b,3f6683c1,900,145250
658,3e6e43aa,3f100000,3df3b646,3f666666,3f65b65d,897,144667
659,3e6bd902,3f100000,3df1a9fc,3f65a1cb,3f64e570,894,145250
660,3e6978d5,3f100000,3ded9168,3f64dd2f,3f6423b7,891,144958
661,3e671de7,3f100000,3deb851f,3f641893,3f6357e6,888,144958
662,3e64c836,3f100000,3de978d5,3f6353f8,3f628dc9,885,145250
663,3e627d03,3f100000,3de56042,3f628f5c,3f61d2e0,882,144958
664,3e6031cf,3f100000,3de56042,3f61cac1,3f610060,879,144667
665,3e5df655,3f100000,3ddf3b64,3f610625,3f60565f,876,144958
666,3e5bbadc,3f100000,3ddf3b64,3f604189,3f5f88fc,873,144083
667,3e5989df,3f100000,3ddb22d1,3f5f7cee,3f5ed698,870,145250
668,3e5758e2,3f100000,3ddb22d1,3f5eb852,3f5e0c9d,867,144667
669,3e5537a0,3f100000,3dd4fdf4,3f5df3b6,3f5d6b22,865,144375
670,3e53165d,3f100000,3dd4fdf4,3f5d70a4,3f5cacd0,862,143792
671,3e50fa59,3f100000,3dd2f1aa,3f5cac08,3f5bf572,859,144958
672,3e4ee8d1,3f100000,3dced917,3f5be76d,3f5b4d48,857,145542
673,3e4cd749,3f100000,3dced917,3f5b645a,3f5a9413,854,143792
674,3e4ad03e,3f100000,3dcac083,3f5a9fbe,3f59ef51,851,144667
675,3e48ce70,3f100000,3dc8b439,3f59db23,3f594078,849,144667
676,3e46d71f,3f100000,3dc49ba6,3f595810,3f58a761,846,145250
677,3e44dfce,3f100000,3dc49ba6,3f589375,3f57f024,844,145250
678,3e42edbb,3f100000,3dc28f5c,3f581062,3f574cf4,841,144667
679,3e4100e7,3f100000,3dc08312,3f574bc7,3f56a4ec,838,143792
680,3e3f1e8e,3f100000,3dbc6a7f,3f56872b,3f560c17,836,145250
681,3e3d4174,3f100000,3dba5e35,3f560419,3f556fb8,834,145250
682,3e3b645a,3f100000,3dba5e35,3f558106,3f54c78e,831,145250
683,3e3991bc,3f100000,3db645a2,3f54bc6a,3f5433d6,829,177916
684,3e37c45d,3f100000,3db43958,3f543958,3f539c94,827,173250
